,S/L,S/M,S/H,B/L,B/M,B/H,high_ret,low_ret,SMB,HML,MOM
0,0.054929793758001465,0.15179510561736198,0.008708713657385311,0.012971129052807832,0.02134497655802037,-0.08975513673662379,0.12588613998489076,-0.07968207260842829,0.09029088138618145,0.07447367294502388,0.20556821259331903
1,0.06400549013220581,0.17360364960023122,0.024578096799723986,0.029551095355257885,0.03508908972338034,-0.07926616979236946,0.14541459277330918,-0.06965634079671736,0.09227107374863075,0.07412232924005459,0.21507093357002655
2,0.10025250249225547,0.20565202039921326,0.06481889510091528,0.052879493346018124,0.07411940974454494,-0.04296543457007302,0.18039778851063948,-0.03577329257845314,0.09556331649063132,0.06563926765371567,0.2161710810890926
3,0.11231049899883316,0.21825971752543327,0.07164778009740315,0.046352689118739666,0.06808134856171229,-0.0450188928049673,0.17560764220057434,-0.04190414634160204,0.11093428391539496,0.06601715041256849,0.2175117885421764
4,0.09490403081746558,0.21652084913939887,0.06364394773038935,0.032246488240157134,0.05063711940742669,-0.06053677537991695,0.1712371797809955,-0.05754139805783572,0.11757399847319566,0.062021673353575155,0.22877857783883124
5,0.09454346249966528,0.21073928994354812,0.060843970135480104,0.030040058475230325,0.05906884471505475,-0.04560197430416558,0.16326494410705222,-0.047120962672922644,0.107539931230858,0.054670762571790536,0.21038590677997487
6,0.05382302671686331,0.1819758688052726,0.027343550348208047,-0.023978869903535836,-0.011811758988722313,-0.10050512902783135,0.1047554294741057,-0.09497522440417447,0.1331460679301445,0.05150286774647539,0.19973065387828015
7,0.04351715498528111,0.14821007824158855,0.029164621490746244,-0.014950082994437902,-0.0017884378604217182,-0.08692872618251736,0.08874464238643712,-0.08676258548121778,0.1081863672516643,0.04316558834130716,0.17550722786765488
8,0.02150610628968273,0.16666159251212337,0.013538139046102494,-0.02564583406885719,-0.04985053603466764,-0.08391882901056986,0.06881236309315236,-0.09827778632451896,0.12037367898733442,0.03312048109264645,0.1670901494176713
9,-0.04430929641712948,0.16006865678718085,-0.03852505752331739,-0.06041462033673229,-0.10081343651343992,-0.1228422108250937,0.022188791957742184,-0.1311064276673092,0.12043485684066663,0.028321675797274654,0.15329521962505138
10,-0.03739879790582074,0.16276293528635405,-0.004921875208646746,-0.05740173667879154,-0.08761424796829136,-0.09854032983782936,0.0250426243492,-0.11648658210089162,0.12133285888559961,0.004330835230931911,0.14152920645009162
11,-0.032096556018238964,0.16637307724124759,0.004294432985865564,-0.06834032811903475,-0.05990001474982651,-0.10343565479165753,0.031872397914793904,-0.10700284766448213,0.12341565062313099,-0.0006478311657408739,0.13887524557927605
12,-0.03464169126716399,0.13261962142173792,-0.004745859363611921,-0.07324820909759833,-0.05864825680203884,-0.0933416076379101,0.024038749429768802,-0.1001735649618924,0.10615671477616975,-0.004901216681620142,0.12421231439166121
13,-0.055241465725676495,0.1278403314052229,-0.0034294066811178772,-0.044590487222707816,-0.023105235617186595,-0.07119863171060137,0.045287992345220754,-0.07673728190579693,0.06935460451630811,-0.012601957278332535,0.12202527425101768
14,-0.04721264989991389,0.13551239219764585,0.006400981241384526,-0.027540969096816255,-0.0068833838180138475,-0.047200197856480636,0.05533002850628697,-0.05647823073797113,0.05877509143680908,-0.016977201190817012,0.1118082592442581
15,0.013186688110977906,0.19132836259103844,0.059338273200647454,-0.004677441156888234,0.050465398878979856,-0.013924150512141693,0.10937345702047564,-0.011666584704235507,0.07732983889757129,-0.018452437867208044,0.12104004172471115
